sel,title,artist,album,track_n,genre,year,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,pop,lyrics
1487,Smile,Katy Perry,,,dance pop,2020,98,91,78,-4,34,75,167,2,24,65,
1488,Water Under the Bridge,Adele,,,british soul,2015,95,83,59,-7,11,54,240,1,6,65,
1489,Changes,Lauv,,,electropop,2020,148,46,53,-8,24,20,160,45,16,65,
1490,One Dance,Drake,,,canadian hip hop,2016,104,63,79,-6,33,37,174,1,5,64,
1491,Jaded,Drake,,,canadian hip hop,2018,116,27,76,-6,18,4,262,4,4,64,
1492,From Florida With Love,Drake,,,canadian hip hop,2020,81,48,79,-8,10,48,235,77,20,64,
1493,Ser Bichote,Bad Bunny,,,latin,2018,155,63,79,-8,18,18,193,16,7,64,
1494,SI ELLA SALE,Bad Bunny,,,latin,2020,148,73,87,-7,11,92,143,6,12,64,
1495,CUIDAO POR AHÍ,J Balvin,,,latin,2019,91,81,85,-3,17,59,198,11,8,64,
1496,Changes,Justin Bieber,,,canadian pop,2020,64,41,49,-8,12,61,135,74,4,64,
1497,I'll Show You,Justin Bieber,,,canadian pop,2015,192,61,36,-7,18,8,200,5,10,64,
1498,Available,Justin Bieber,,,canadian pop,2020,75,61,70,-7,13,60,195,7,4,64,
1499,Silly Girl,chloe moriondo,,,bedroom pop,2018,79,4,48,-23,13,13,199,94,6,64,
1500,Pyro,Kings of Leon,,,modern rock,2010,115,61,37,-7,10,19,251,1,4,64,
1501,Pretty When You Cry,Lana Del Rey,,,art pop,2014,109,55,51,-7,22,20,234,40,4,64,
1502,The Cut That Always Bleeds,Conan Gray,,,bedroom pop,2020,136,41,49,-6,6,25,232,59,3,64,
1503,Marceline,WILLOW,,,afrofuturism,2015,130,45,69,-7,10,23,137,25,10,64,
1504,watch you sleep.,girl in red,,,bedroom pop,2019,133,22,45,-16,9,38,180,93,3,64,
1505,Baby I'm Yours,Arctic Monkeys,,,garage rock,2006,114,60,46,-9,18,64,153,22,3,64,
1506,Girl (feat. KAYTRANADA),The Internet,,,alternative r&b,2015,80,42,57,-11,10,45,416,54,28,64,
1507,Sleepyhead,Passion Pit,,,alternative dance,2009,106,72,57,-5,23,54,175,9,4,64,
1508,Heartbeats,José González,,,gothenburg indie,2003,87,15,55,-17,7,32,160,97,3,64,
1509,Junk Of The Heart (Happy),The Kooks,,,brighton indie,2011,145,89,60,-5,3,90,187,2,4,64,
1510,High Horse,Kacey Musgraves,,,contemporary country,2018,120,67,73,-5,5,77,214,3,4,64,
1511,Are you happy?,SHY Martin,,,electropop,2020,139,58,63,-8,42,30,158,71,9,64,
1512,Sad Forever,Lauv,,,electropop,2020,117,54,53,-7,8,39,204,47,10,64,
1513,Coleccionista de Canciones,Camila,,,latin,2006,142,52,57,-6,11,33,307,34,3,64,
1514,A quien tú decidiste amar,Sandoval,,,latin,2009,90,69,59,-8,9,32,230,3,3,64,
1515,Me Cambiaste la Vida,Río Roma,,,latin,2012,140,55,57,-6,18,32,234,76,3,64,
1516,Estos Celos,Vicente Fernández,,,mariachi,2007,105,32,75,-8,14,39,190,69,5,64,
1517,Durmiendo con la Luna,Elefante,,,latin,2005,95,51,61,-8,11,35,259,1,3,64,
1518,Déjenme Llorar,Carla Morrison,,,mexican pop,2012,94,31,64,-7,11,9,235,84,4,64,
1519,Manto Estelar,Mœnia,,,latin,1999,108,80,59,-7,21,33,253,18,3,64,
1520,Don't Look Down (feat. Usher),Martin Garrix,,,dance pop,2015,128,83,57,-6,11,38,223,0,4,64,
1521,Hideaway,Kiesza,,,dance pop,2014,123,72,84,-4,8,20,252,9,5,64,
1522,BO$$,Fifth Harmony,,,dance pop,2015,103,87,81,-5,5,74,171,1,11,64,
1523,Más Que Amigos,Matisse,,,latin arena pop,2015,92,72,66,-6,8,74,178,38,6,64,
1524,Optimista,Caloncho,,,guadalajara indie,2017,123,47,64,-11,32,83,212,4,15,64,
1525,Tú Sí Sabes Quererme (feat. Los Macorinos),Natalia Lafourcade,,,latin,2017,170,46,66,-11,18,79,245,78,11,64,
1526,Para Empezar,Leonel García,,,latin,2011,136,35,62,-8,9,23,259,75,3,64,
1527,The Sky Is A Neighborhood,Foo Fighters,,,alternative metal,2017,131,55,36,-8,22,53,245,0,7,64,
1528,Help,Papa Roach,,,alternative metal,2017,184,90,38,-5,27,29,215,0,13,64,
1529,Walk On Water,Thirty Seconds To Mars,,,modern rock,2018,140,79,50,-7,17,39,185,0,4,64,
1530,Omen - Radio Edit,Disclosure,,,house,2015,106,79,67,-5,36,62,197,12,14,64,
1531,Show Me Love - EDX Remix / Radio Edit,Sam Feldt,,,dance pop,2015,121,66,83,-6,7,71,180,30,7,64,
1532,Orphans,Coldplay,,,permanent wave,2019,108,81,50,-5,56,28,198,3,5,64,
1533,Love Is A Losing Game,Amy Winehouse,,,british soul,2006,165,29,48,-17,15,56,155,34,3,64,
1534,The Tide Is High - Radio Mix,Atomic Kitten,,,bubblegum dance,2003,103,69,78,-3,3,64,205,2,3,64,
1535,Fergalicious,Fergie,,,dance pop,2006,129,58,91,-8,13,83,292,6,32,64,
1536,The Man Who Can't Be Moved,The Script,,,celtic rock,2008,100,63,61,-5,10,31,241,44,3,64,
1537,Everywhere,Michelle Branch,,,candy pop,2001,97,83,52,-5,17,48,215,1,8,64,
1538,Say You'll Be There,Spice Girls,,,dance pop,1996,107,68,73,-6,8,75,236,1,5,64,
1539,Wicked Game,Chris Isaak,,,mellow gold,1989,112,30,66,-18,8,36,289,69,3,64,
1540,Walking in Memphis,Cher,,,dance pop,1995,129,68,70,-7,17,53,235,59,3,64,
1541,Sweetest Thing,U2,,,irish rock,1987,142,64,52,-9,16,48,185,4,5,64,
1542,"Endless Love - From ""The Endless Love"" Soundtrack",Lionel Richie,,,adult standards,2003,94,33,46,-10,14,24,266,67,3,64,
1543,Angel of Mine,Monica,,,dance pop,1998,90,56,59,-7,22,21,250,0,2,64,
1544,Girls Just Want to Have Fun,Cyndi Lauper,,,dance pop,2007,121,85,71,-3,41,74,228,41,4,64,
1545,Lovesong - Remastered,The Cure,,,dance rock,1989,140,79,61,-8,22,86,208,33,3,64,
1546,Don't Get Me Wrong - 2007 Remaster,Pretenders,,,album rock,1986,204,93,46,-6,11,85,227,14,5,64,
1547,Papa Don't Preach,Madonna,,,dance pop,1986,122,91,81,-9,2,97,345,31,4,64,
1548,Total Eclipse of the Heart,Bonnie Tyler,,,europop,1983,131,51,44,-13,15,20,418,35,5,64,
1549,Lessons In Love,Level 42,,,art rock,1987,113,84,71,-8,30,86,246,16,4,64,
1550,"Let's Hear It for the Boy - From ""Footloose"" Original Soundtrack",Deniece Williams,,,classic soul,2016,123,49,81,-9,5,71,262,8,6,64,
1551,When I See You Smile,Bad English,,,album rock,1989,136,61,50,-10,19,33,257,42,3,64,
1552,Stuck With You,Huey Lewis & The News,,,album rock,1986,121,54,70,-11,4,63,270,9,3,64,
1553,Miss You Like Crazy,Natalie Cole,,,adult standards,1989,131,55,60,-6,7,26,234,63,3,64,
1554,"De Do Do Do, De Da Da Da",The Police,,,album rock,1980,148,52,78,-9,24,86,247,6,5,64,
1555,Beautiful Boy (Darling Boy) - Remastered 2010,John Lennon,,,album rock,1980,111,47,57,-12,86,44,246,73,4,64,
1556,Woman - Remastered 2010,John Lennon,,,album rock,1980,80,66,59,-6,4,75,213,38,2,64,
1557,Here You Come Again,Dolly Parton,,,classic country pop,1977,106,51,53,-9,4,56,179,65,4,64,
1558,Love Is In The Air,John Paul Young,,,australian dance,2009,122,79,56,-7,6,90,210,3,4,64,
1559,Reminiscing - Remastered,Little River Band,,,album rock,1978,95,47,54,-11,13,34,253,65,3,64,
1560,Right Now,Nick Jonas,,,dance pop,2018,104,75,60,-5,9,57,202,1,19,64,
1561,Lisztomania,Phoenix,,,alternative dance,2009,98,79,64,-6,50,31,242,3,4,64,
1562,Such Great Heights - Remastered,The Postal Service,,,indie pop,2003,175,81,64,-7,7,18,267,5,5,64,
1563,The Taste of Ink,The Used,,,post-hardcore,2002,98,90,54,-3,19,54,209,0,4,64,
1564,HandClap,Fitz and The Tantrums,,,indie pop,2017,140,84,64,-3,8,72,193,1,4,64,
1565,Closer,Nine Inch Nails,,,alternative metal,1994,90,71,55,-9,12,54,373,0,4,64,
1566,수상소감 (Acceptance Speech),Epik High,,,k-pop,2021,95,72,80,-8,33,71,197,17,25,64,
1567,ALIEN,LEE SUHYUN,,,korean ost,2020,128,70,79,-5,45,75,182,8,5,64,
1568,DAWNDIDIDAWN (Feat. Jessi),DAWN 던,,,k-pop,2020,110,68,95,-3,4,50,193,2,6,64,
1569,Aesthetic,Xilo,,,,2020,170,59,71,-11,13,45,158,97,43,64,
1570,New Thang,Redfoo,,,deep flow,2016,100,84,74,-5,13,81,227,2,4,64,
1571,Breathe (2 AM),Anna Nalick,,,acoustic pop,2005,170,45,39,-8,9,29,280,42,3,64,
1572,Focus,Ariana Grande,,,dance pop,2015,100,88,67,-6,44,80,211,27,24,64,
1573,Bon appétit,Katy Perry,,,dance pop,2017,106,80,80,-6,22,53,228,13,6,64,
1574,Turning Tables,Adele,,,british soul,2011,155,45,35,-6,13,21,250,95,3,64,
1575,Over,Drake,,,canadian hip hop,2010,100,85,35,-6,12,45,234,1,20,63,
1576,Pound Cake / Paris Morton Music 2,Drake,,,canadian hip hop,2013,164,76,52,-7,11,27,434,14,53,63,
1577,10 Bands,Drake,,,canadian hip hop,2015,173,76,83,-4,8,89,178,27,38,63,
1578,Blem,Drake,,,canadian hip hop,2017,98,54,73,-8,10,38,217,5,5,63,
1579,That’s How You Feel,Drake,,,canadian hip hop,2018,85,47,85,-6,11,38,158,12,21,63,
1580,EN CASITA,Bad Bunny,,,latin,2020,158,76,78,-8,9,68,176,22,9,63,
1581,Second Emotion (feat. Travis Scott),Justin Bieber,,,canadian pop,2020,142,78,80,-6,10,96,203,3,6,63,
1582,E.T.A.,Justin Bieber,,,canadian pop,2020,127,49,47,-8,13,46,177,49,7,63,
1583,Get Me (feat. Kehlani),Justin Bieber,,,canadian pop,2020,109,51,83,-7,11,75,185,5,15,63,
1584,welcome and goodbye,"Dream, Ivory",,,modern dream pop,2018,140,72,58,-5,8,67,141,2,3,63,
1585,Expectations,Lauren Jauregui,,,pop,2018,180,44,58,-7,12,45,204,1,8,63,
1586,Too Fast,Sonder,,,alternative r&b,2016,99,33,40,-11,27,10,308,32,4,63,
1587,She's Mine Pt. 1,J. Cole,,,conscious hip hop,2016,140,20,44,-15,28,4,209,77,6,63,
1588,Idle Town,Conan Gray,,,bedroom pop,2018,77,48,61,-6,11,27,238,87,3,63,
1589,Greek God,Conan Gray,,,bedroom pop,2018,139,82,57,-6,11,14,237,16,8,63,
1590,Come A Little Closer,Cage The Elephant,,,indie rock,2013,148,79,45,-2,18,32,229,2,3,63,
1591,forget her,girl in red,,,bedroom pop,2018,149,31,53,-17,7,52,143,63,3,63,
1592,Empty,Kevin Abstract,,,afrofuturism,2016,80,50,59,-7,9,50,194,16,8,63,
1593,I Wanna Get Better,Bleachers,,,double drumming,2014,190,92,45,-6,22,40,205,0,14,63,
1594,i think too much,Christian French,,,electropop,2020,92,70,68,-8,6,66,203,0,8,63,
1595,You And I,LÉON,,,indie cafe pop,2019,120,79,55,-4,15,36,224,0,5,63,
1596,Find an Island,BENEE,,,nz pop,2019,82,68,84,-4,7,85,193,28,4,63,
1597,Seventeen,Sharon Van Etten,,,art pop,2019,127,77,54,-7,7,24,266,2,5,63,
1598,Saw You In A Dream,The Japanese House,,,electropop,2017,94,45,61,-8,19,68,208,6,3,63,
1599,Rosa Pastel,Belanova,,,dance pop,2006,128,61,81,-7,33,61,186,3,3,63,
1600,Odio Amarte,Ha*Ash,,,latin,2003,118,64,73,-8,19,79,211,20,5,63,
1601,Me Muero,La Quinta Estacion,,,latin,2006,170,74,42,-3,27,59,190,17,3,63,
1602,Nada Valgo Sin Tu Amor,Juanes,,,colombian pop,2004,77,64,60,-5,28,39,196,16,3,63,
1603,Antologia,Shakira,,,colombian pop,2002,98,47,84,-8,10,56,251,49,3,63,
1604,Él Me Mintió,Amanda Miguel,,,latin,1981,205,68,31,-4,16,26,222,6,4,63,
1605,Sin miedo a nada (feat. Amaia Montero),Alex Ubago,,,latin,2001,133,57,57,-5,13,34,311,41,5,63,
1606,Muriendo Lento (feat. Belinda),Moderatto,,,latin,2005,112,70,67,-7,34,16,251,0,3,63,
1607,Somebody,Natalie La Rose,,,chicago rap,2014,105,52,83,-9,7,74,190,0,4,63,
1608,Stolen Dance,Milky Chance,,,german pop,2014,114,56,88,-9,8,69,314,41,4,63,
1609,Dancing On My Own,Robyn,,,art pop,2010,117,86,67,-5,9,28,286,6,3,63,
1610,Dulce Soledad,Enjambre,,,indie rock mexicano,2010,165,91,41,-3,13,34,224,0,5,63,
1611,Cuando Calienta El Sol,Luis Miguel,,,bolero,2005,126,87,69,-4,29,56,236,7,5,63,
1612,Young And Beautiful,Lana Del Rey,,,art pop,2013,115,42,32,-9,11,15,236,27,3,63,
1613,Bailar,Leonel García,,,latin,2018,168,29,52,-9,11,42,256,89,17,63,
1614,La Magia,Little Jesus,,,indie rock mexicano,2016,157,88,57,-7,32,48,245,1,4,63,
1615,La Mujer Perfecta,KURT,,,latin,2018,155,49,82,-9,11,88,218,24,7,63,
1616,Miénteme,Camilo Séptimo,,,latin alternative,2017,88,65,53,-9,11,64,217,1,3,63,
1617,Morir Tres Veces,Mœnia,,,latin,2012,112,72,68,-6,11,59,237,23,3,63,
1618,The Way You Used To Do,Queens of the Stone Age,,,alternative metal,2017,98,84,48,-6,36,43,274,1,29,63,
1619,eoh,Olympis,,,pop dance,2019,125,59,71,-11,26,28,156,14,7,63,
1620,Wasted,Tiësto,,,big room,2014,112,82,64,-6,20,39,190,0,3,63,
1621,Where Have You Gone (Anywhere),Lucas & Steve,,,dance pop,2018,124,77,62,-5,15,24,159,1,5,63,
1622,Light,San Holo,,,edm,2017,150,76,57,-4,9,43,240,9,6,63,
1623,Robbers,The 1975,,,modern alternative rock,2013,100,70,62,-7,32,37,255,0,3,63,
1624,Shot At The Night,The Killers,,,modern rock,2013,186,80,51,-5,11,24,243,9,6,63,
1625,TOOTIMETOOTIMETOOTIME,The 1975,,,modern alternative rock,2018,115,82,67,-6,9,52,208,18,7,63,
1626,The Last Time,The Script,,,celtic rock,2019,132,75,52,-3,24,15,196,5,3,63,
1627,Just Dance,Lady Gaga,,,dance pop,2008,119,74,82,-5,19,74,244,3,3,63,
1628,Keep Holding On,Avril Lavigne,,,canadian pop,2007,161,79,27,-2,14,15,240,4,3,63,
1629,Stuck In A Moment You Can't Get Out Of,U2,,,irish rock,2000,158,67,53,-5,17,28,273,41,2,63,
1630,No Such Thing,John Mayer,,,neo mellow,2001,132,74,67,-5,13,57,231,4,3,63,
1631,Have A Nice Day,Stereophonics,,,britpop,2001,121,83,51,-4,28,40,205,2,4,63,
1632,TRUE,Ryan Cabrera,,,dance pop,2004,97,40,60,-10,15,37,204,46,2,63,
1633,Best In Me,Blue,,,boy band,2001,99,56,76,-7,9,36,193,11,3,63,
1634,Come on over Baby (All I Want Is You) - Radio Version,Christina Aguilera,,,dance pop,1999,119,92,83,-3,25,78,203,23,11,63,
1635,Just A Girl,No Doubt,,,alternative rock,1995,108,91,64,-5,14,77,209,7,5,63,
1636,"I'll Be There for You - Theme From ""Friends""",The Rembrandts,,,pop rock,1995,191,92,32,-6,17,72,188,7,8,63,
1637,Say What You Want,Texas,,,dance pop,1997,96,84,63,-6,40,80,234,20,7,63,
1638,What a Girl Wants,Christina Aguilera,,,dance pop,1999,142,82,75,-7,35,82,216,7,11,63,
1639,Spice Up Your Life,Spice Girls,,,dance pop,1997,124,99,56,-5,40,70,174,1,5,63,
1640,Say My Name,Destiny's Child,,,dance pop,1999,67,68,52,-4,13,75,271,27,16,63,
1641,At Your Best (You Are Love),Aaliyah,,,dance pop,1994,78,44,63,-11,7,56,291,76,3,63,
1642,That's the Way It Is,Céline Dion,,,canadian pop,1999,93,89,63,-5,12,58,241,15,4,63,
1643,Never Ending Story,Limahl,,,new romantic,2009,122,62,60,-14,11,85,212,36,3,63,
1644,Rhythm Of The Night,DeBarge,,,disco,1985,115,76,71,-12,8,96,229,8,5,63,
1645,Love Changes (Everything),Climie Fisher,,,dance rock,1988,111,87,62,-6,19,81,268,31,3,63,
1646,Even the Nights Are Better,Air Supply,,,adult standards,1982,115,51,43,-10,16,24,237,56,4,63,
1647,Crazy for You,Madonna,,,dance pop,2009,95,72,66,-7,10,51,224,11,3,63,
1648,Babooshka - 2018 Remaster,Kate Bush,,,art pop,1980,109,36,49,-12,7,29,199,76,4,63,
1649,All Things Must Pass - 2020 Mix,George Harrison,,,album rock,2020,122,59,46,-6,8,49,227,45,3,63,
1650,"Evergreen (Love Theme from, ""A Star Is Born"")",Barbra Streisand,,,adult standards,1976,114,30,34,-11,9,19,185,93,3,63,
1651,Laughter In The Rain,Neil Sedaka,,,adult standards,2007,101,61,50,-9,4,92,170,35,2,63,
1652,Grease - 2007 Remaster,Frankie Valli,,,adult standards,1978,109,46,82,-8,10,87,207,16,5,63,
1653,I Found You (with Calvin Harris),benny blanco,,,electropop,2018,123,87,78,-4,30,38,191,3,5,63,
1654,Rebellion (Lies),Arcade Fire,,,alternative dance,2004,127,93,40,-6,32,73,311,1,3,63,
1655,Jane Says,Jane's Addiction,,,alternative metal,1988,82,60,40,-9,11,50,287,4,3,63,
1656,One Day Like This,Elbow,,,britpop,2008,159,65,43,-6,14,37,394,11,3,63,
1657,Cannonball,The Breeders,,,alternative pop,1993,112,76,50,-10,28,73,214,1,4,63,
1658,Slither,Velvet Revolver,,,alternative metal,2004,141,97,48,-4,7,27,248,0,10,63,
1659,No One Knows,Queens of the Stone Age,,,alternative metal,2002,171,59,51,-5,37,64,279,4,6,63,
1660,Burn It,Golden Child,,,k-pop,2021,186,95,52,-1,8,79,209,4,16,63,
1661,X,CHUNG HA,,,k-pop,2021,138,87,41,-3,50,40,255,35,5,63,
1662,STAY YOUNG,AB6IX,,,k-pop,2021,100,90,73,-4,11,60,209,17,6,63,
1663,Why Not?,LOONA,,,k-pop,2020,128,93,81,-1,6,44,206,10,11,63,
1664,Vacation,Dirty Heads,,,reggae fusion,2017,150,75,74,-5,10,79,209,4,4,63,
1665,Say I Yi Yi,Ying Yang Twins,,,atl hip hop,2002,95,63,78,-7,20,49,273,0,12,63,
1666,Unconditionally,Katy Perry,,,dance pop,2013,129,73,40,-5,21,36,229,0,4,63,
1667,Birthday,Katy Perry,,,dance pop,2013,126,67,72,-5,11,84,215,9,7,63,
1668,Neon Lights,Demi Lovato,,,dance pop,2013,126,82,63,-4,10,73,233,8,12,63,
1669,Hands To Myself,Selena Gomez,,,dance pop,2015,111,50,81,-7,34,47,201,1,12,63,
1670,E.T.,Katy Perry,,,dance pop,2012,150,87,60,-5,37,69,206,2,8,63,
1671,shut up,Ariana Grande,,,dance pop,2020,128,43,54,-5,8,62,158,77,3,63,
1672,Small Talk,Katy Perry,,,dance pop,2019,116,63,85,-6,46,60,162,20,10,63,
1673,Rise,Katy Perry,,,dance pop,2016,101,64,55,-6,11,44,203,5,5,63,
1674,Rumour Has It,Adele,,,british soul,2011,120,75,61,-5,17,57,223,62,4,63,
1675,Don't You Remember,Adele,,,british soul,2011,115,40,64,-6,9,23,243,21,3,63,
1676,One And Only,Adele,,,british soul,2011,155,47,53,-5,17,19,348,30,3,63,
1677,6 God,Drake,,,canadian hip hop,2015,105,62,87,-9,13,50,181,2,10,62,
1678,Free Smoke,Drake,,,canadian hip hop,2017,142,49,74,-7,57,20,219,7,44,62,
1679,4422,Drake,,,canadian hip hop,2017,112,23,61,-12,11,19,186,56,3,62,
1680,Elevate,Drake,,,canadian hip hop,2018,76,47,76,-9,12,5,185,2,15,62,
1681,Blue Tint,Drake,,,canadian hip hop,2018,134,37,89,-10,18,12,163,1,36,62,
1682,The Motion,Drake,,,canadian hip hop,2019,158,79,63,-7,11,54,241,37,10,62,
1683,When To Say When,Drake,,,canadian hip hop,2020,171,82,41,-7,54,53,223,25,53,62,
1684,Landed,Drake,,,canadian hip hop,2020,164,64,88,-5,11,72,152,1,29,62,
1685,MIA,Bad Bunny,,,latin,2018,97,54,82,-6,10,16,210,1,6,62,
1686,2U,David Guetta,,,big room,2017,145,65,55,-6,22,56,195,23,6,62,
1687,Lolly,Maejor,,,detroit hip hop,2013,152,89,66,-3,78,84,226,4,30,62,
1688,U Smile,Justin Bieber,,,canadian pop,2010,113,59,71,-5,12,42,197,50,3,62,
1689,That's What Love Is,Justin Bieber,,,canadian pop,2020,148,44,64,-7,12,75,165,69,4,62,
1690,Cherry Hill,Russ,,,hawaiian hip hop,2017,130,47,68,-11,11,4,222,16,4,62,
1691,Ever Fallen in Love (With Someone You Shouldn't've?) - 1996 Remastered Version,Buzzcocks,,,alternative rock,1978,176,83,27,-9,6,78,164,0,5,62,
1692,Close To You,Rihanna,,,barbadian pop,2016,80,17,49,-11,14,14,223,90,3,62,
1693,i need to be alone.,girl in red,,,bedroom pop,2019,148,55,51,-10,24,58,177,27,3,62,
1694,Strangers,Halsey,,,dance pop,2017,110,78,69,-5,22,28,221,1,6,62,
1695,I Do,Astrid S,,,dance pop,2020,110,52,67,-9,12,22,156,50,5,62,
1696,More Hearts Than Mine,Ingrid Andress,,,contemporary country,2019,81,43,57,-7,11,40,214,11,3,62,
1697,Pontoon,Little Big Town,,,contemporary country,2013,96,82,72,-6,20,87,212,41,3,62,
1698,Malibu,Kim Petras,,,art pop,2020,120,83,63,-5,21,51,192,2,17,62,
1699,i feel 2 much,blackbear,,,electropop,2020,86,54,61,-7,10,69,240,41,7,62,
1700,I Don't Wanna Love You Anymore,LANY,,,la pop,2018,105,62,70,-8,9,50,201,32,4,62,
1701,La De La Mala Suerte,Jesse & Joy,,,latin,2011,140,47,55,-7,35,35,251,4,3,62,
1702,Me Duele Amarte,Reik,,,latin,2006,148,59,62,-7,14,59,192,40,3,62,
1703,Sólo para Ti,Camila,,,latin,2006,78,36,32,-8,10,21,183,7,5,62,
1704,Suelta Mi Mano,Sin Bandera,,,latin,2005,144,30,57,-10,9,35,240,89,4,62,
1705,Luz Sin Gravedad,Belinda,,,dance pop,2006,138,56,54,-4,15,17,242,28,3,62,
1706,Me equivoqué,María José,,,latin,2007,136,67,57,-7,15,26,240,17,3,62,
1707,Sognare,División Minúscula,,,latin alternative,2006,100,73,57,-4,16,64,314,1,3,62,
1708,The Night Is Still Young,Nicki Minaj,,,dance pop,2014,128,69,66,-6,13,69,228,0,6,62,
1709,Work Song,Hozier,,,irish singer-songwriter,2014,178,39,43,-8,11,26,230,78,10,62,
1710,Sorry,Nothing But Thieves,,,alternative pop rock,2017,128,78,67,-5,13,52,215,0,3,62,
1711,Let Me Live / Let Me Die,Des Rocs,,,modern alternative rock,2018,91,76,51,-5,8,24,207,3,10,62,
1712,Sirens,Pearl Jam,,,alternative rock,2013,155,85,52,-6,15,48,340,0,3,62,
1713,Sex,Cheat Codes,,,dance pop,2016,102,69,51,-6,14,21,228,0,17,62,
1714,All Cried Out (feat. Alex Newell) - Radio Edit,Blonde,,,deep groove house,2015,122,76,66,-5,7,67,171,43,6,62,
1715,All Day And Night,Jax Jones,,,dance pop,2019,122,78,59,-4,16,52,169,27,9,62,
1716,Ten Feet Tall,Afrojack,,,big room,2014,127,86,52,-3,14,35,229,3,6,62,
1717,Good Grief,Bastille,,,metropopolis,2016,120,76,73,-5,31,88,206,15,7,62,
1718,Counting Stars,OneRepublic,,,dance pop,2014,122,71,66,-5,12,48,257,7,4,62,
1719,I Gotta Feeling,Black Eyed Peas,,,dance pop,2009,128,77,74,-6,51,61,289,9,3,62,
1720,Hear You Me,Jimmy Eat World,,,emo,2001,136,52,47,-6,21,14,284,1,3,62,
1721,For Your Babies,Simply Red,,,british soul,1991,96,49,73,-9,8,48,258,21,2,62,
1722,"No More ""I Love You's""",Annie Lennox,,,folk,1995,180,57,37,-7,14,23,291,52,3,62,
1723,"I'll Be There for You (Theme from ""Friends')",The Rembrandts,,,pop rock,1995,94,92,26,-7,28,64,187,7,8,62,
1724,Finally,CeCe Peniston,,,diva house,1992,120,66,79,-11,5,84,245,1,4,62,
1725,If You Had My Love,Jennifer Lopez,,,dance pop,1999,94,63,68,-7,11,81,266,6,4,62,
1726,It's Not Right But It's Okay,Whitney Houston,,,dance pop,1998,128,80,81,-7,7,53,292,16,10,62,
1727,Gloria,Laura Branigan,,,dance rock,1982,131,74,78,-7,15,84,290,11,3,62,
1728,Say Say Say - Remastered 2015,Paul McCartney,,,album rock,1983,118,69,82,-10,5,83,236,12,5,62,
1729,Nothing's Gonna Change My Love For You,Glenn Medeiros,,,,1986,142,43,45,-13,6,39,232,57,4,62,
1730,(I'll Never Be) Maria Magdalena - Single Verison,Sandra,,,eurodance,1987,104,56,61,-14,31,77,240,10,3,62,
1731,Lambada - Original Radio Edit,Kaoma,,,zouk,1989,119,59,75,-12,4,97,209,23,3,62,
1732,Forget Me Nots,Patrice Rushen,,,disco,1982,115,53,91,-5,4,96,276,14,4,62,
1733,Into the Groove,Madonna,,,dance pop,2009,116,86,73,-4,7,80,285,7,4,62,
1734,"Yes Sir, I Can Boogie",Baccara,,,classic uk pop,1993,123,77,45,-8,18,49,274,13,8,62,
1735,Silly Love Songs - Remastered 2014,Wings,,,album rock,1976,125,47,74,-11,28,82,354,13,3,62,
1736,A Song for You,Donny Hathaway,,,chicago soul,1971,100,22,33,-13,25,7,326,82,4,62,
1737,Please Mr. Postman,Carpenters,,,adult standards,1975,133,55,66,-12,24,96,173,14,3,62,
1738,Got to Be Real,Cheryl Lynn,,,disco,1978,115,63,84,-10,15,90,308,9,3,62,
1739,The Way We Were,Barbra Streisand,,,adult standards,1974,138,32,26,-12,13,17,211,89,3,62,
1740,Feel Like Makin' Love,Roberta Flack,,,adult standards,1975,94,26,68,-22,10,69,175,83,3,62,
1741,Still The Same,Bob Seger,,,album rock,1978,116,77,71,-7,6,56,204,41,3,62,
1742,Greased Lightnin',John Travolta,,,hollywood,2018,160,85,58,-11,7,93,194,14,10,62,
1743,Rain On Me - Purple Disco Machine Remix - Edit,Lady Gaga,,,dance pop,2020,123,77,76,-7,13,90,238,1,7,62,
1744,House Of Cards,Radiohead,,,alternative rock,2007,112,50,71,-10,10,63,328,27,3,62,
1745,Everything Is Alright,Motion City Soundtrack,,,emo,2005,161,95,44,-4,32,46,208,0,11,62,
1746,1901,Phoenix,,,alternative dance,2009,144,84,61,-5,20,72,193,6,4,62,
1747,The Cave,Mumford & Sons,,,modern folk rock,2009,142,50,59,-9,11,35,216,5,4,62,
1748,Banquet,Bloc Party,,,alternative dance,2005,150,94,57,-5,8,88,201,0,5,62,
1749,PARANOIA,KANG DANIEL,,,k-pop,2021,97,74,63,-3,26,56,195,5,4,62,
1750,Cinema,CIX,,,k-pop,2021,101,75,67,-4,33,63,192,12,6,62,
1751,Rasputin - Club Mix,Boney M.,,,europop,2011,127,91,72,-5,25,98,272,17,5,62,
1752,Lotus Flower Bomb (feat. Miguel),Wale,,,dance pop,2011,70,60,51,-5,9,35,213,61,12,62,
1753,Kota,Dere,,,,2020,135,28,65,-9,10,16,198,57,3,62,
1754,Lose You To Love Me,Selena Gomez,,,dance pop,2020,103,34,49,-9,21,10,206,56,4,62,
1755,safety net (feat. Ty Dolla $ign),Ariana Grande,,,dance pop,2020,162,60,55,-6,10,9,208,7,4,62,
1756,Up All Night,Drake,,,canadian hip hop,2010,156,81,61,-5,35,28,234,1,28,61,
1757,No Tellin',Drake,,,canadian hip hop,2015,95,47,82,-10,14,62,311,54,30,61,
1758,Madiba Riddim,Drake,,,canadian hip hop,2017,106,52,84,-10,61,33,205,25,17,61,
